index	Potential [V]	Disk Current density[mA/cm2]	Ring Current density[mA/cm2]
2925	0.7209863569931125	-0.448486328125	0.01827545166015625
2924	0.7213777210826391	-0.44573974609375	0.0180694580078125
2923	0.721790111706576	-0.4438629150390624	0.01805572509765625
2922	0.7221814757961026	-0.4411163330078125	0.01791534423828125
2921	0.7225916531006279	-0.4391479492187499	0.01787567138671875
2920	0.7229815416438801	-0.43634033203125	0.01767578125
2919	0.7234024166588948	-0.434814453125	0.01762542724609375
2918	0.7237864030170493	-0.4317626953125	0.01744537353515625
2917	0.7242050647126524	-0.43014526367187494	0.01738128662109375
2916	0.7245875755245326	-0.427032470703125	0.01722259521484375
2915	0.7250066061067043	-0.4254302978515625	0.017185974121093753
2914	0.7253920680111332	-0.4224395751953125	0.01710357666015625
2913	0.7258081475007562	-0.42071533203125	0.016900634765625
2912	0.7261917649723421	-0.4176483154296875	0.016844177246093748
2911	0.7266111644410824	-0.4160614013671875	0.016720581054687503
2910	0.72699699523208	-0.4130859375	0.016656494140625
2909	0.7274141813814087	-0.411407470703125	0.0164031982421875
2908	0.7278003810589748	-0.408447265625	0.01644744873046875
2907	0.7282149850023233	-0.4066619873046875	0.01628875732421875
2906	0.7286048735455755	-0.4038543701171875	0.016253662109374997
2905	0.7290161575098065	-0.4019317626953125	0.01599578857421875
2904	0.7294134237844307	-0.3994293212890625	0.016050720214843748
2903	0.7298176989038584	-0.397216796875	0.01577606201171875
2902	0.7302186540441686	-0.394866943359375	0.01579742431640625
2901	0.730624035823302	-0.3927001953125	0.015605163574218749
2900	0.7310249909636123	-0.39035034179687494	0.015556335449218752
2899	0.7314200439188249	-0.38775634765625	0.01544189453125
2898	0.7318235812651154	-0.38551330566406244	0.015390014648437499
2897	0.732224167518857	-0.383148193359375	0.015205383300781248
2896	0.7326313937308334	-0.3810577392578125	0.0151580810546875
2895	0.733024602253203	-0.378387451171875	0.014971923828125
2894	0.7334333040114539	-0.3763580322265625	0.014863586425781249
2893	0.7338268814203921	-0.3737030029296875	0.014808654785156248
2892	0.7342344765189371	-0.3716278076171875	0.01477508544921875
2891	0.7346258406084637	-0.3688812255859375	0.014599609375
2890	0.735039706778675	-0.3670654296875	0.0145172119140625
2889	0.7354251686831039	-0.36407470703125	0.014398193359375
2888	0.7358460436981187	-0.362548828125	0.0143402099609375
2887	0.7362289233965674	-0.3594512939453125	0.014125061035156249
2886	0.7366461095458962	-0.3577728271484375	0.0140869140625
2885	0.7370352603160111	-0.3549346923828125	0.01399993896484375
2884	0.7374487575996538	-0.3531036376953125	0.013868713378906251
2883	0.7378390150294746	-0.350311279296875	0.013836669921875001
2882	0.7382532500862544	-0.3485107421875	0.01365966796875
2881	0.7386405564235263	-0.3455963134765625	0.0135589599609375
2880	0.7390540537071691	-0.34376525878906244	0.013465881347656252
2879	0.7394468933429701	-0.3410797119140625	0.013409423828125001
2878	0.7398592839669069	-0.339202880859375	0.013281250000000001
2877	0.7402473280773161	-0.3363189697265625	0.013232421874999999
2876	0.7406652519997821	-0.3346710205078125	0.013035583496093751
2875	0.7410614116147004	-0.332122802734375	0.013002014160156252
2874	0.7414679000535397	-0.3300018310546875	0.01281280517578125
2873	0.7418677485341442	-0.327606201171875	0.012834167480468749
2872	0.742272761426709	-0.32542419433593744	0.012651062011718749
2871	0.7426733476804506	-0.32305908203125	0.012628173828125
2870	0.7430754094804667	-0.32075500488281256	0.0124786376953125
2869	0.7434811601461687	-0.31860351562500006	0.0124053955078125
2868	0.7438799019670673	-0.316162109375	0.0122711181640625
2867	0.7442919237044356	-0.31427001953125	0.012226867675781251
2866	0.744686238886511	-0.3116455078125	0.012060546875
2865	0.7450997361701537	-0.309814453125	0.012039184570312498
2864	0.7454933135790919	-0.307159423828125	0.0118927001953125
2863	0.745906441976166	-0.3053131103515625	0.0118255615234375
2862	0.7462989127253984	-0.30261230468749994	0.0117523193359375
2861	0.7467168366478643	-0.30096435546875	0.01163177490234375
2860	0.7471067251911164	-0.29815673828125	0.011508178710937499
2859	0.7475264935464254	-0.29658508300781256	0.01142120361328125
2858	0.7479185954090891	-0.2938690185546875	0.011370849609374999
2857	0.7483383637643981	-0.29229736328125	0.01120147705078125
2856	0.7487230878956899	-0.289276123046875	0.011157226562499999
2855	0.7491369540659011	-0.2874603271484375	0.010989379882812499
2854	0.7495297937017021	-0.2847747802734375	0.010977172851562501
2853	0.7499451354181879	-0.28302001953125	0.01086883544921875
2852	0.7503383439405574	-0.2803497314453125	0.01080322265625
2851	0.7507514723376315	-0.27850341796874994	0.0106292724609375
2850	0.7511509519316674	-0.276092529296875	0.01064453125
2849	0.7515603914630554	-0.27409362792968756	0.01049041748046875
2848	0.7519587643973854	-0.271636962890625	0.010420227050781251
2847	0.7523707861347537	-0.269744873046875	0.0103118896484375
2846	0.7527691590690837	-0.26728820800781244	0.010261535644531252
2845	0.7531837630124323	-0.26550292968749994	0.010115051269531244
2844	0.7535839803796053	-0.26312255859375	0.01007232666015625
2843	0.7539908377050131	-0.261016845703125	0.009942626953124999
2842	0.754399539463264	-0.2589874267578125	0.0099212646484375
2841	0.7548012323767115	-0.2566680908203125	0.009736633300781245
2840	0.7552125163409426	-0.2547454833984375	0.009724426269531256
2839	0.7556127337081155	-0.2523651123046875	0.009568786621093745
2838	0.7560247554454839	-0.25047302246093744	0.009550476074218755
2837	0.7564238661529511	-0.248046875	0.0094451904296875
2836	0.7568392078694368	-0.2462921142578125	0.009355163574218745
2835	0.7572349985977865	-0.24372863769531244	0.009234619140625006
2834	0.7576532914068211	-0.24209594726562494	0.009230041503906257
2833	0.7580557220934058	-0.23980712890625	0.009066772460937504
2832	0.7584740149024403	-0.2381744384765625	0.00901031494140625
2831	0.7588701745173587	-0.23562622070312506	0.008877563476562505
2830	0.7592892050995305	-0.2340240478515625	0.008824157714843744
2829	0.7596868402607232	-0.231536865234375	0.00872955322265626
2828	0.7601051330697578	-0.2299041748046875	0.008642578125
2827	0.760502399344382	-0.22740173339843744	0.008576965332031243
2826	0.7609225365862595	-0.2258453369140625	0.008494567871093749
2825	0.7613190650877465	-0.2233123779296875	0.008422851562500005
2824	0.7617425223087415	-0.22189331054687494	0.00832519531250001
2823	0.7621405263565029	-0.21942138671875	0.008259582519531255
2822	0.7625558680729886	-0.2176666259765625	0.008190917968750006
2821	0.7629571920998675	-0.21533203124999994	0.008105468749999995
2820	0.7633751160223334	-0.21368408203125	0.008035278320312509
2819	0.7637808666880355	-0.2115325927734375	0.007975769042968749
2818	0.764197315064227	-0.2098236083984375	0.00784454345703125
